P45985	Q14315
P41220	P0CG48
P41220	Q8TB24
Q15019	P42345
Q13188	Q92945
Q13188	O95865
Q13188	P47897
Q9UJ70	Q8NEY8
Q9UJ70	Q7Z699
Q9UJ70	Q8N205
Q9UJ70	O14576
Q9UJ70	Q96BZ8
Q9UK32	Q00013
Q9UK32	P07199
Q9UK32	Q15847
Q9UK32	Q9H254
Q9UK32	P26358
Q9UK32	P05452
Q12851	Q16560
Q12851	O15069
Q12851	Q13162
Q9NR28	P61960
Q16637	Q12840
Q16637	Q12766
Q16637	Q93063
Q16637	P51805
Q16637	P04406
Q16637	O75821
Q16637	Q9Y2V2
Q16637	O95865
Q16637	P01023
Q16637	P07199
Q16637	Q9HB58
Q16637	O14576
Q16637	P51693
Q16637	Q8TF32
Q16637	Q5VU43
Q16637	Q00013
Q16637	P52943
Q16637	P08138
Q16637	P0DMM9
Q16637	Q96N67
Q16637	Q9UMN6
Q93045	Q8NHQ1
P18754	P05060
P18754	Q7Z699
P18754	P14618
P18754	O14576
P18754	P62879
P18754	P27694
P18754	Q13432
P18754	O95785
P18754	Q04724
P18754	Q8IZ69
P46952	P52565
P19388	P14625
P19388	Q9NWM8
Q7L190	P47897
Q13363	Q9P2Y4
Q13363	Q12873
Q15047	Q6NZ67
Q16891	P68104
Q96B02	O75530
P61956	P13196
Q13526	O75398
Q13526	P49815
Q13526	Q12840
Q13526	Q9GZT6
Q13526	Q8IZ69
Q13526	Q5T3J3
Q92569	Q8TDZ2
Q92569	P02675
Q92569	Q9Y383
P42766	Q96HU1
P31749	Q9UKY1
O96024	O95568
P08670	P41219
Q15052	Q13153
Q15052	Q9Y2X7
Q15052	Q99963
Q15052	Q6UXF1
Q9UER7	O43570
Q15750	Q9H4K7
Q15750	Q8WUM4
Q15750	Q9UIA9
Q15750	P27635
Q15750	Q96P50
Q15750	P29622
Q15750	P12277
Q15750	Q8TDZ2
Q15750	Q86VX9
Q15750	Q9UIC8
Q15750	Q96P48
Q15750	Q16560
Q15750	P10644
P02766	Q71U36
P02766	O95741
P02766	P08138
P02766	Q9BRK5
P02766	Q96FW1
P02766	P60709
P02766	P46379
O75956	O95070
O75956	P05386
O75956	O75530
P10124	Q6PGN9
P10124	P46379
P55055	O94875
P55055	P46379
P55055	P51668
Q16513	Q96JN2
Q16513	Q96PV7
Q16513	P68104
P20073	P04637
P20073	P32456
P20073	Q9P283
P20073	Q99832
P20073	Q5RL73
P20073	O60383
P20073	P04406
P20073	Q05516
P20073	Q8NBE8
P20073	P17405
P20073	P55854
P20073	P11177
P20073	P60709
P20073	O14640
P20073	Q7L5N1
P20073	Q14194
P20073	P15880
P20073	P01023
P20073	P04217
P20073	O14576
P20073	P26373
P20073	Q5T3J3
P20073	P05060
P20073	P14618
P20073	P27694
P20073	P52742
Q15527	P46777
Q15527	Q9NQX6
P09486	Q8NAF0
Q15714	Q9HB58
Q15714	P62879
Q15714	Q9UBC3
Q15714	O75529
Q15714	Q12873
Q15714	P47897
Q15714	Q04724
Q15714	Q14194
Q15714	Q9HCD5
P19544	O75607
P19544	O95201
P35914	Q9BV68
P35914	Q9H324
P35914	Q15041
P48723	Q9NR33
P78368	P47736
P22736	Q14181
P22736	Q9HCK4
P22736	P18124
P22736	Q8TAM1
P22736	Q13162
P22736	Q9HC38
P22736	P22626
O60925	Q12766
O60925	Q3B7T1
O60925	Q9H9A7
O60925	Q8WUW1
O60925	Q6ZU52
O60925	Q5VU43
O60925	P55854
O60925	Q96PX6
O60925	P11177
O60925	P10589
O60925	O94979
O60925	Q5R3I4
P27361	Q15121
P27361	Q9P2Y4
P27361	Q9BSF8
P27361	Q9Y508
P27361	Q9UK32
P07711	P46379
P24522	P15880
P24522	Q8N205
P24522	P26641
P24522	P62879
P24522	Q75N90
P24522	Q16877
P24522	P04406
P24522	Q9H254
P24522	Q9UKY1
P24522	P52742
P24522	P48740
P24522	P21246
Q92765	Q14181
Q92765	Q9NZC4
Q92765	Q9NRX1
Q9UFN0	Q8IW50
P01344	P46379
P01344	Q9NPI5
P01344	Q9UNN5
O95786	Q9BYM8
O95071	P50750
P63104	Q9H7Z6
P62258	O60885
P43403	P07437
Q9Y468	P55072
P25787	P28070
P25787	P25787
P25787	O14818
Q0VDF9	P31948
P04150	P31948
P38936	P03372
P20226	Q9UKF6
Q15545	Q10570
Q7Z434	P19525
Q13526	Q15131
Q93008	P37840
Q93034	Q96Q27
Q15369	Q96Q27
Q15369	O15524
P01732	Q8N448
P01732	Q8TBB1
Q8N448	P01732
Q5VTR2	P10275
P04062	P07900
P62258	P0DP23
P05412	Q09472
P68036	P54252
Q00987	P19338
P46531	O95863
Q00987	P46531
O95863	Q00987
P13051	P06746
P12956	Q14191
Q9NRF9	P56282
P31749	P67775
P23769	P17947
P54257	P34932
P78347	P28482
Q15418	Q05195
P51610	Q96EK4
Q96EK4	P51610
P28335	P0DP23
P68400	O60282
Q15797	Q93008
P84022	Q93008
P0DP23	P52888
P61964	Q13114
O95425	P05783
O95425	Q9UBK9
O95425	Q13352
O95425	P49454
O95425	Q9BVG8
O95425	Q5BJF6
O95425	Q15058
O95425	Q5TCZ1
P50750	Q8WXE1
P50750	Q9HAW4
P38432	P13010
P38432	P12956
P20226	Q09472
P24588	P0DP23
P24588	P17252
P53350	Q71U36
O14746	Q15185
P31751	P03372
P38936	P06493
P0DP23	P01116
P0DP23	P04049
P49841	P49407
Q05655	P40763
Q09472	P05204
P08047	Q15796
Q13485	P08047
P0DP23	Q14524
O60858	Q9HBF4
P30260	O60566
Q9HCE7	P08651
Q8WU17	Q9Y5U4
Q8WU17	P04035
Q13546	O75604
P12004	P35244
Q9UBX0	Q04724
Q9HBA0	O00522
P35869	P35222
Q16531	P35222
P06401	Q9NR55
O00522	Q8NEB9
Q92560	Q9NQV6
Q92560	P52739
Q92560	P0DMV8
Q92560	O43921
P17612	P24046
Q13976	P24046
P51610	P25490
P25490	P51610
P68400	P24046
Q96B67	Q9H0M0
Q8WUM4	Q8N5I2
Q8N5I2	Q8WUM4
Q8WUM4	Q9BY43
P15918	Q13619
P38936	Q16236
P29279	P60709
P50613	P50750
P32780	P07992
P32780	P28715
O60563	P24928
Q5VTR2	Q6FI13
Q5VTR2	Q16777
Q15154	P35637
Q15154	Q9UPN4
Q15154	P23284
O00308	Q9UPN4
Q13490	Q13049
Q03164	Q71DI3
Q10570	Q12996
Q10570	Q9H0L4
P28482	P19438
P28482	Q93038
P28482	P17480
P27361	P17480
Q92993	Q6NXT2
O60356	Q09472
P49841	P10636
Q9Y4K3	Q93009
O00141	Q86TM6
Q9UNE7	O00141
O00141	Q9UNE7
P04637	O60763
P27361	O60763
P12931	Q9GZT9
P12931	P12931
Q12834	Q01850
Q9UPY3	Q96J94
P68431	Q92793
P68431	O60264
P38919	Q9UBU9
P03372	P29372
P43364	Q09472
P04183	Q12834
Q99741	Q9UM11
P14635	Q9UM11
Q9UM11	P04183
O15537	P29590
P23497	P29590
P23497	O15537
P63165	O15537
P61956	O15537
P55854	O15537
P63165	P29590
P61956	P29590
P98177	P54252
Q8N2W9	P50748
P50748	Q8N2W9
Q8IUQ4	Q8TEW0
P63165	P23396
Q13976	Q13547
Q96G25	Q15369
P62877	Q96G25
P15976	P17947
P38398	P07437
Q03135	P27361
P24928	P13010
P13010	P24928
Q15797	P12757
Q9HCN6	P0DP23
Q92985	Q92793
P04637	Q15796
P28482	P23469
P46527	O00629
P46527	P52294
P46527	P62258
P62258	P46527
P60896	O43242
P60896	P55036
P60896	P51665
P60896	Q96HW7
P60896	Q9UL03
P60896	Q9NVH2
P60896	Q5TA45
P60896	P51587
Q9NVR2	P30876
Q9NVR2	O15514
Q9NVR2	P52434
Q9NVR2	Q68E01
Q9NVR2	Q5TA45
Q5TA45	P24928
Q9Y5B0	Q9NVH2
P42768	P59998
P49916	P13010
P19838	Q9UQL6
Q15637	Q9UQL6
P56524	Q15637
P35658	Q15796
P03372	Q07890
Q7Z6J8	O00762
O75030	O00487
O75030	P27448
P63279	Q9Y2W7
Q99683	P21580
P23760	P21675
Q9UL40	Q9HAV4
Q9UL40	Q12906
P43405	P23258
Q9Y297	Q15843
Q15843	Q9Y297
Q93008	O43602
O60260	P09467
P30518	Q9UNE7
O60260	P04062
Q96PU5	Q6VN20
Q96PU5	P00519
Q96PU5	P42684
Q96PU5	Q9Y2U5
Q96PU5	P51817
Q96PU5	Q9NPF8
Q96PU5	Q9BSL1
Q96PU5	Q12866
Q9Y2U5	Q9UNE7
Q9UL15	P34932
P37840	Q9UL15
Q9UL15	P37840
P09629	P13010
P09629	P12956
P13010	P09629
P12956	P25490
P13010	P25490
P49841	Q9Y6Q9
O43353	Q9HC29
Q8N3Y1	Q99832
Q8N3Y1	P49368
Q8N3Y1	Q9BQQ3
Q92783	P40259
P98170	P52565
P14373	P63279
Q8N2W9	Q05513
P16104	P35226
P16104	Q14781
O14641	Q6VVB1
Q8N2W9	P14921
Q8WV44	P05771
P05771	Q8WV44
Q9HB75	Q9Y4R8
Q9HB75	P33993
Q9HB75	P30876
Q9HB75	Q9H6T3
Q9HB75	O00743
Q9HB75	Q9NVI1
Q9HB75	P18074
Q9HB75	Q92688
Q9HB75	O95831
Q9HB75	Q9H4L4
Q08209	P60484
P24928	P60709
P60709	P24928
P38936	Q9UIM3
Q86VP6	Q93034
P35998	P34932
Q13114	Q86UT6
O14920	Q86UT6
Q14790	Q13501
P35558	P10321
P35558	O14983
P35558	P35613
P35558	P10809
P35558	P62191
P35558	P62195
P35558	P25787
P35558	P20618
P35558	P28070
P35558	Q96L21
P35558	Q07021
P35558	P51784
P35558	Q15369
P35558	Q31612
P35558	P84996
P35558	Q9NR30
P35558	O00571
P35558	Q99436
P35558	Q6Y7W6
P35558	Q13501
P35558	Q96CS3
P35558	O00487
P35558	O95071
P25786	P62195
P25786	Q06323
P62195	P25786
Q149N8	Q9NS91
P01106	O60755
P01106	P01106
P10275	P18074
Q13889	P10275
Q13889	P50613
Q13889	P32780
Q13889	Q13888
P19793	Q13049
Q9Y283	P0DP24
P04637	O43715
P34932	O43715
P32004	P27824
P38398	P61086
P43356	Q13263
P43360	Q13263
O15479	Q13263
Q99608	Q13263
P29597	O15524
Q13263	Q9HCI5
Q13263	O15479
Q13263	P43360
Q93038	Q13546
Q93038	Q12933
P14373	Q96JG8
P14373	Q9HAY2
P40337	P42771
P40337	O14979
P40337	Q8WVV9
P40337	O43390
P40337	Q16576
P40337	P30050
P40337	P51991
P40337	P62280
P40337	P08708
P40337	P61247
P40337	P23396
P40337	Q13748
P40337	P68366
P40337	P48643
P40337	Q99832
P40337	P40227
P40337	O95071
O60678	P04637
P40337	P02462
P40337	O75718
P40337	P28799
P40337	Q00839
P40337	Q9Y6Y0
P40337	P62424
P40337	P09651
P40337	P68371
P40337	P13010
O95999	Q13555
Q9UDY8	Q13555
P40337	Q13309
Q92769	Q9HAZ2
Q99683	P35998
Q99683	P62191
Q96PM5	Q9Y253
Q9NZJ0	P12004
Q12873	Q13263
Q9NZS9	P55061
P10415	P07900
Q9P0U3	Q9NP62
P46934	P36894
P46934	Q00688
P46934	Q13303
P46934	Q96BX8
P46934	Q9H0G5
P46934	O00559
P46934	Q9BPW5
P46934	O15304
P46934	Q9NUJ3
P46934	Q9P0N9
P46934	Q8N8B7
P46934	P07947
P46934	Q96FZ2
P46934	Q9NSA1
P46934	Q9BYM8
P46934	P35568
P46934	Q9H6T3
P46934	Q53T94
Q0JRZ9	P42566
P46934	Q9P289
Q9Y467	Q13620
P46934	P04049
Q16576	Q9Y467
P46934	Q16513
P46934	P35916
Q09472	Q9NYA1
Q16517	Q6VVB1
Q969R5	P62805
Q99496	Q9BYE7
Q15233	P62136
P62136	P23246
Q15233	Q13547
P23246	P09012
P23246	P26368
Q13547	Q15466
Q96KQ7	Q15466
P07900	Q13535
Q92828	P55055
O94829	P62826
Q13485	Q9Y4E8
Q9Y4E8	P84022
Q9NTX7	P19338
Q9NTX7	Q9UGN5
P12004	Q9UBZ9
Q9NTX7	P07437
P0CG48	Q9UBN7
O00257	P37840
Q9UJX6	P54764
Q9UJX6	P42261
Q9UM11	P42261
P54764	Q9UM11
Q16763	Q16763
P09936	P0CG48
P15374	P0CG48
Q93009	Q16763
Q9NQC7	Q16763
P15374	Q16763
P21580	Q9Y4K3
O75604	Q9Y4K3
Q9Y4E8	Q9Y4K3
O95630	Q9Y4K3
P54252	Q9Y4K3
Q9NYV9	Q9UM11
P11309	Q9UM11
Q9UM11	P11309
Q13535	P34932
Q9UKV8	P01375
Q9UKV8	Q9BWF3
Q14686	P11473
Q96EB6	P37275
P04792	P52630
Q5VTR2	Q9HAU4
P12757	P03372
P08047	P42771
O60885	Q14839
O60885	P07864
Q14839	Q8TDI0
Q14839	O15131
Q14839	O60684
Q14839	Q9H4B8
Q14839	P42568
Q6NYC1	Q9NQ29
Q6NYC1	Q69YH5
Q6NYC1	Q9P1Y6
Q6NYC1	P49756
Q96QE3	O94782
O60216	P26373
O60216	Q93097
O60216	P00403
O60216	P16871
O60216	Q9NTI5
O60216	P0CG48
O60216	Q14974
O60216	P49736
O60216	P33991
O60216	P49640
O60216	Q14839
Q16531	P22314
P22314	Q16531
Q8N163	O60216
O60216	O95347
Q9HAU4	O15169
Q9H4L7	Q13185
Q9H4L7	Q13547
Q9H4L7	Q92769
Q9H4L7	O94776
Q9H4L7	Q96KQ7
Q9H4L7	P25490
Q9H4L7	Q9NPF5
Q9H4L7	P09874
Q9H4L7	Q14683
Q9H4L7	P11388
Q9H4L7	P78527
Q9H4L7	Q92878
Q9H4L7	Q8TAQ2
Q9H4L7	Q9UKN8
Q9H4L7	Q9Y5Q8
Q9H4L7	Q8WUA4
Q9H4L7	Q12789
Q9H4L7	P17844
Q9H4L7	Q96CS4
Q9H4L7	Q86VM9
Q9H4L7	P17028
Q9H4L7	Q9UJX2
Q9H4L7	Q9UJX4
Q9H4L7	Q9UJX6
Q9H4L7	P30260
Q9H4L7	Q9NUU7
Q9H4L7	P31943
Q9H4L7	Q14980
Q9H4L7	Q07666
Q9H4L7	P24468
Q9H4L7	Q9Y4W2
Q9H4L7	P42166
Q9H4L7	Q15365
Q9H4L7	Q00839
Q9H4L7	P14866
Q9H4L7	Q9UMS4
Q96KQ7	Q9H4L7
Q9H4L7	P12004
P07900	P63208
Q96PU5	Q99932
Q96PU5	Q569H4
Q96PU5	Q9BVG8
Q96PU5	O14668
Q96PU5	P61328
Q96PU5	Q9UBZ4
Q96PU5	Q9NX24
Q96PU5	Q9HC62
Q96PU5	P11137
Q96PU5	Q8N4Q0
Q969T9	P46934
P11137	P46934
P43694	Q92800
Q8WXA9	Q13395
Q8WXA9	P51991
Q8WXA9	P07910
Q8WXA9	P38159
Q8WXA9	O00571
Q8WXA9	Q9Y5B9
Q9UPN9	P68431
O95983	Q8NFU7
Q9Y6J0	Q9NPG3
Q9Y6J0	P24928
Q9NPG3	P24928
P24928	P54198
P24928	Q9NPG3
Q9NQ92	O14744
Q9NQ92	Q13951
Q96FJ0	P0CG48
Q8TAG9	Q9Y4I1
Q13356	P07900
Q9Y297	P01112
P35222	Q9UNS2
Q92905	P49841
Q92905	P48729
O43490	Q96JP9
P48431	Q14839
P48431	O94776
P48431	Q92769
P48431	Q96ST3
P48431	O15379
P48431	Q09028
P48431	O96019
P48431	Q92922
P48431	Q9P2D1
P48431	Q9Y5B9
P48431	P57073
P48431	O00712
P48431	P28347
P48431	P15923
Q9P2D1	O14497
O60260	Q9UL15
O60934	Q13535
P13010	Q9Y5N6
P12956	Q13416
O43929	P13010
Q9UBD5	P12956
P13010	O43929
P45378	P63316
P45378	P09493
P12814	Q71U36
Q71U36	Q14118
Q14118	Q71U36
Q14118	P11137
Q9Y490	Q14118
P04150	P01730
Q9NQB0	P09874
P61964	Q9BQG0
Q96MM3	O75530
O15391	Q99496
P45378	P02585
P54105	P62308
P09038	P07996
Q8WTV0	P02647
Q8WTV0	P02652
Q86UQ4	P02647
Q8N6C5	P08476
Q8N6C5	P09529
Q04771	Q8N6C5
P36896	Q8N6C5
Q8N6C5	P36896
O00238	Q8N6C5
P36894	Q8N6C5
P19883	Q13873
O95477	P60953
O95994	Q14118
O95994	O95274
Q8TD06	O95274
P55072	P0CG48
O75676	P28482
P02649	Q07954
O75970	P32745
P32745	Q07157
P32745	Q9UDY2
P32745	Q96QZ7
O00716	P33991
O00716	P12004
O60264	Q9BXF3
P17480	O95602
Q9BQG0	O95602
Q9HAF1	Q6IE81
Q6IE81	Q9UNL4
P24522	P26358
Q13761	Q8IXJ6
Q92993	P10242
P10242	Q92993
Q68CZ6	Q7Z4H7
Q96CS2	Q7Z4H7
Q7Z4H7	Q9BT25
Q9BT25	O94927
Q8NHV4	Q7Z4H7
Q7Z4H7	Q68CZ6
Q7Z4H7	Q9Y580
Q7Z4H7	Q9H6D7
Q7Z4H7	P16989
P50750	Q15796
P50613	Q15797
P50750	Q15797
P49336	Q9Y5B0
Q15797	P49336
Q15797	P46937
P84022	P46937
P34932	Q04864
Q96EB6	Q9H7Z6
Q9NT62	Q9GZQ8
O94953	O14686
O94953	Q15291
O94953	P34932
O94953	P03372
Q13526	P24864
Q9Y297	P19838
O14686	P03372
Q9BTC8	Q14839
O60216	Q9BTC8
Q96T88	P68431
P26358	Q96PU4
Q96KQ7	Q96PU4
O60216	Q13619
O60216	P23396
O60216	Q14C86
O60216	P46777
O60216	P27708
O60216	P55884
O60216	P17812
O60216	O60506
O60216	Q9NTJ3
O60216	P16152
O60216	P60866
O60216	P62277
O60216	P62280
O60216	P61247
O60216	P61158
O60216	P62191
O60216	P35268
O60216	P07384
O60216	Q5VW36
O60216	O15371
O60216	Q14247
O60216	Q6P5R6
O60216	P46782
O60216	P22059
O60216	P49368
O60216	Q13283
O60216	P55209
O60216	P78527
O60216	P31327
O60216	P50990
O60216	P29692
O60216	Q08211
O60216	Q9BWF2
O60216	O60499
O60216	Q92734
O60216	P04114
O60216	P10909
O60216	P62805
O60216	P62805
O60216	P62805
O60216	P62805
O60216	P62805
O60216	P62805
O60216	P27482
O60216	Q9BTM1
Q9NWZ3	P16402
P17252	P16402
P17252	Q13541
P17252	P02686
Q92597	Q12906
Q92597	Q9Y6Q5
Q92597	P63151
Q92597	O95573
Q92597	P04844
Q92597	P12236
Q92597	P26641
Q92597	P62753
Q92597	P60866
Q92597	P62854
Q92597	P19338
Q92597	Q92499
P0DJ07	Q14061
Q96I36	Q14061
Q9GZY4	Q5JTJ3
Q5JVF3	P60896
Q9UBN7	P19784
Q13263	Q96T88
Q9NU63	P26358
Q14739	P62805
O95347	Q9BPX3
O95347	Q15003
Q9NTJ3	Q15003
Q15003	Q15021
P42695	Q86XI2
Q6IBW4	O95347
Q9H4L4	P06748
Q92993	Q09472
Q9H4L4	P62280
Q9H4L4	P62269
P06748	P09874
P24385	P06493
P62136	Q6PJW8
P62136	Q4KMQ1
P62136	Q5JTV8
P62136	O95685
P62136	Q13625
P62136	Q5SWA1
P62136	Q5UIP0
P62136	Q8TEC5
P62136	O95793
P62136	Q9Y2W2
P62136	O95405
P62136	Q5SW79
P62136	P09543
P62136	Q5JXC2
P62136	Q9Y6X2
P62136	Q569H4
P62136	Q92673
P62136	Q9H832
P62136	O75385
P62136	O95625
Q92993	Q14134
P51858	P06493
P51858	Q9NR30
P51858	Q01780
P51858	Q5RKV6
P51858	P22087
P51858	Q13547
P51858	Q92769
P51858	P68431
P51858	P68431
P51858	P68431
P51858	P62805
P51858	P62805
P51858	P62805
P51858	P62805
P51858	P62805
P51858	P51991
P51858	Q9NVR2
P51858	Q96AG4
P51858	E9PAV3
P51858	P19338
P51858	P46087
P51858	Q9BY77
P51858	Q09028
P51858	Q9P258
P51858	P35268
P51858	P49207
P51858	P62280
P51858	P62244
P51858	Q07955
P51858	Q01130
P51858	P84103
P51858	Q13243
P51858	Q16629
P51858	Q9UQE7
P51858	P43307
P51858	Q08945
P51858	O95793
P51858	Q8NI36
P51858	P13010
P51858	P35659
P51858	P13639
P51858	O75367
P51858	Q9P0M6
P51858	P58876
P51858	P62807
P51858	P62807
P51858	P52926
P51858	O15479
P51858	Q16539
P51858	P13797
P51858	P40938
P51858	Q7L0Y3
P51858	P78345
P51858	Q9Y265
P51858	Q9UHB9
P51858	O76094
P51858	Q96J01
P51858	P26368
P51858	P62987
P51858	P04264
Q9H3R5	Q71F23
Q96BT3	Q71F23
P49450	Q71F23
Q71F23	P53350
P04637	O75182
P08047	O14770
O15379	P27986
P06493	P24385
P14635	P12004
Q9UBN7	P49840
O75150	Q6P1J9
Q09472	Q16539
O43257	Q9GZN1
Q9UPP1	P21675
Q9HCK8	P10275
Q8WU90	A8K8P3
A8K8P3	Q8WU90
P03372	P52565
P47736	P21554
P46940	Q8N122
Q8TAQ2	Q68CP9
Q8TAQ2	Q9NPI1
Q96GM5	Q92785
Q96GM5	P52292
P50750	P43246
Q8WX92	P51648
Q8WX92	P05023
Q8WX92	P43246
P18615	O75533
P18615	Q96I45
Q9H3P2	P05023
P45973	Q9H081
P45973	Q96GD4
Q13257	Q96IY1
Q9Y6Q9	P22670
Q92993	P23921
P52701	P54278
Q03164	Q01196
Q03164	Q13951
P06748	P49450
Q8NCD3	P62805
P49450	P13010
P49450	P33778
P68431	Q16576
P68431	Q09028
Q8NCD3	Q9Y230
P42224	Q09472
Q9NPI1	O15164
P27361	P30048
P27361	P21796
P27361	P62805
Q92831	P24941
Q92830	P24941
Q13950	Q96PK6
Q01196	Q96PK6
Q9BRQ0	Q92793
Q92793	Q9BRQ0
P24864	P0DP23
Q13315	O75150
P78317	Q13263
Q15796	Q96J02
Q7Z6J0	Q9H2E6
Q9H2E6	Q9NZM3
Q5VV43	Q9UK73
Q5VV43	Q9NRF2
Q92823	Q9UPN3
O15056	Q9NZM3
Q8N6C5	Q6VN20
A2VEC9	Q9ULK2
Q9ULB1	O43166
Q9NYQ7	Q03001
Q9UHC6	Q9ULJ6
Q9UHC6	Q9UPN3
O94985	Q14669
O94985	Q15047
P58401	Q9UPN3
Q9UPZ6	O43150
Q9Y2J2	Q9UPW8
Q8TD84	Q86UL8
Q8TD84	Q9UPR0
Q8TD84	Q5TCQ9
Q9ULL4	Q92563
Q9ULL4	O15085
Q9ULL4	Q86UL8
Q9ULL4	Q5TCQ9
Q9HCM3	Q03001
Q9HCM3	Q9ULV0
Q9HCM3	Q9ULU8
Q9HCM3	Q9NZM3
Q9C0A0	O60307
Q9C0A0	Q9UPN3
Q96KG7	Q13322
P42695	Q9NTJ3
P42695	O95347
Q05513	P02686
P41743	P50613
Q9UKL0	Q9UKL0
Q13950	P84022
Q9BZS1	Q13547
P12956	Q12906
Q09472	O60381
P25205	P24941
P17252	P35222
P51532	P18847
Q14686	O75469
Q14686	Q15648
P31269	Q13619
P36894	Q9HCE7
P63208	Q13503
Q13503	P63208
P63208	O75586
P22681	P07949
P07949	P22681
Q9P2X3	Q92616
Q9Y6A5	Q92830
Q92830	O95359
Q92831	O95359
O95359	Q92831
Q06609	P52701
Q9NYB0	Q06609
Q9NYB0	Q96AP0
Q01105	Q02539
Q9UGL1	O94776
Q9UGL1	Q16576
O60341	Q09028
Q13547	Q9UGL1
Q92993	P15172
O95644	Q71U36
O95644	Q14974
Q14974	Q71U36
Q13469	Q71U36
Q8WTS6	Q16695
P27361	Q03060
Q9UJX5	O43684
Q9UJX5	Q13257
Q9HC16	Q9HC16
O76076	O15379
Q9BSI4	Q9NWT1
P25963	P55072
P22681	P35568
P49407	P08069
P32121	P08069
P08069	P49407
P09874	Q14469
O96017	Q15172
O96017	P30153
Q13362	P02686
Q8N5Y2	Q9H7Z6
P19838	P20749
P35222	Q9Y230
P20749	P35222
Q03518	P61769
P61769	O15533
Q96GY3	P28749
O14980	P18887
P0C0S5	P62805
P0C0S5	P62805
P0C0S5	P62805
P55036	Q9Y5A7
Q9Y5A7	Q13200
P25116	Q9BY43
P25116	Q8WUM4
Q92831	P46527
P46527	Q92831
Q96GY3	P34932
Q99567	P52948
Q09028	Q5TKA1
Q52LA3	Q09028
P10244	Q5TKA1
P10244	Q96GY3
Q6MZP7	P28749
P10244	P28749
Q96EB6	P23458
Q96EB6	Q13263
Q96EB6	Q92830
Q9UNE7	Q04206
P40763	Q8WTS6
Q9Y5T5	Q86XK2
P12956	P43246
P52701	P78527
Q9UKN5	Q13547
Q00987	P62263
P54274	P42345
Q13315	Q9Y4R8
Q9P0V3	P25786
Q9P0V3	Q9NV56
Q9P0V3	P11021
Q9P0V3	Q5VSY0
Q9P0V3	Q5JTW2
Q9P0V3	P49368
Q9P0V3	Q9UIM3
P60228	Q13315
Q13315	P60228
P0CG48	O95714
Q9Y5K6	O60381
P46109	O15162
P46109	O15230
P46109	Q04721
Q9NZM3	Q9BYJ9
Q15811	O43150
Q15811	Q99471
Q15811	P22674
P50750	O00472
Q99469	P02545
Q99469	Q9UGP4
P52735	O75674
P52735	Q8ND90
P52735	P49354
P52735	Q8WWU5
P52735	Q92598
P52735	O95155
P52735	Q7Z3K3
P52735	Q15633
P52735	Q13573
P52735	Q8TEX9
P52735	Q9Y3E7
P52735	Q13503
P52735	Q5F1R6
P52735	Q9Y6E0
P52735	O75688
P52735	Q9Y4X5
P52735	P78362
O94868	P55072
O94868	Q96JH7
O94868	P35790
Q9BTM9	Q7Z7A3
Q7Z7A3	Q9BTM9
Q7Z7A3	Q2VPK5
Q9NR56	Q92841
Q9NR56	P22626
P24928	Q9UQE7
P24928	P33993
P24928	P12004
P67809	Q15418
P07998	P46934
P34932	O00206
Q13887	Q14258
Q96JN8	O43303
O43303	O15078
O15078	O43303
Q15233	Q99497
Q15233	Q92769
Q15233	O15379
Q13618	Q92993
P04637	P14921
Q96T58	Q01196
Q9Y6Q9	Q05513
P03372	Q05513
Q05513	Q9Y6Q9
Q05513	P04155
Q9Y6Q9	P04155
P25788	Q9Y6Q9
P17676	Q16594
Q00613	Q16594
Q6KC79	Q9UQE7
Q6KC79	Q9ULK4
P49336	Q14683
P49336	Q9UQE7
P49336	Q6KC79
P49715	Q92993
P49715	Q01844
P49715	Q9HB58
P49715	Q9BZG1
P49715	P61812
P49715	P07910
P49715	P23246
P49715	Q14168
P04150	P12931
P04150	Q9UBK2
O96019	P04637
Q15672	Q96BH3
Q15672	Q16576
Q15672	O94776
P19793	Q09472
P63279	Q92993
Q8NHM5	P05412
Q8NHM5	Q13616
P40763	Q13950
Q92993	P46531
P45973	P26358
P45973	Q9Y6K1
P53805	P52630
Q13098	Q7L5N1
Q13098	Q13619
P63279	P12755
Q13616	Q92990
Q13618	Q92990
Q92990	Q13616
P15884	Q09472
Q9UGL1	Q8WUI4
P46531	O00213
P24941	P24941
Q9UKC9	Q13616
Q9UKC9	P05067
Q96MN2	Q9UHD2
Q4VCS5	Q96J02
Q15361	Q00987
O76064	O75164
Q03164	P84243
Q8WTS6	P84243
Q9P1Z2	P35222
P49773	Q92993
Q92993	P49773
Q12830	P84243
Q9BU64	Q92674
Q9BU64	Q13352
Q6IPU0	Q9BU64
Q6IPU0	Q13352
Q9BU64	Q96H22
P78396	P33991
P06400	Q92993
P0DP23	P03372
P13010	P09017
P83916	Q6IQ32
P83916	P12956
P83916	P0C5Y9
Q13185	Q6N043
Q13185	P17098
Q13185	P62805
Q15672	O15379
Q04206	Q15910
Q01201	Q15910
Q15910	Q04206
Q15532	Q96PK6
Q13526	Q9Y6Q9
P05067	P61981
P61981	P05067
P31946	P30307
P24941	P30304
Q9BQA5	Q14207
O75419	P24941
Q06455	P26358
P26358	Q06455
P26358	Q01196
Q92993	P61981
P38398	Q16777
P24864	Q12798
P30279	P11802
O00213	O00213
Q92993	P51693
P46937	P00533
Q92993	Q92731
P04083	P04083
P24941	O00233
P03372	P78537
P78537	Q92769
