Q86TC9	P35609
Q92574	Q92574
O15169	Q92574
P30281	P49815
P49841	P49815
Q05397	P49815
Q15418	P49815
Q92574	P49815
P23443	O14980
P49815	O15169
Q04637	Q14152
P23443	P55884
P56537	O75822
Q15418	Q9Y2V2
P42345	Q9UMX0
P24864	Q9NYV6
Q15382	Q8N122
P23443	Q8N122
Q99613	Q8N122
P18848	Q9BY44
P23443	Q9BY77
Q13131	Q8TF40
Q8TF40	Q8NFG4
P68133	Q86VF7
P12644	O00238
P12755	Q13573
Q14118	P06241
Q14118	Q03135
Q16543	P12931
P62942	Q92990
O96017	Q9H4B4
P04629	O14492
P08476	Q13705
P34947	P30518
Q96NW7	P78352
Q99704	Q99704
Q9NP98	O15273
P00918	P02730
P10415	P49768
Q13526	P10636
Q9Y4H2	P23458
P35568	P23458
P23760	Q9UER7
P04004	P01344
O15151	P51668
P08588	P49407
P05067	Q03135
Q9GZV5	Q15599
P27540	Q15185
Q8WXE9	P42566
P14151	O00592
P01579	P01579
Q86YN6	P41235
P13866	P0DMV8
P01024	Q9BXR6
Q16512	Q13393
P06241	P04049
Q04721	Q06330
Q13813	P07196
O60583	P06400
P04150	Q04917
O95405	P84022
P35548	P28360
P56178	P35548
P35548	P35548
P28360	Q07687
P35548	Q07687
P28360	P56178
P43403	P29353
Q14596	Q99828
Q99689	Q14596
Q03518	P17693
O75533	Q12972
P46109	Q8WV28
P14735	P01344
Q9Y4I1	P51159
Q9GZR2	P03372
Q9GZR2	Q92731
P16671	P42679
P18428	Q03591
P40763	Q6IA86
Q6IA86	P42224
Q6IA86	P40763
P29353	P04629
Q6P5Z2	A1A4S6
Q9UNA1	P60953
P61586	P16389
P15336	Q5T230
Q96BK5	P54274
Q96BK5	O14746
O15056	P07998
P21926	Q9P2B2
O43763	Q04917
Q04917	O43763
P06400	P04049
P07948	Q86WV1
P36404	Q9Y2Y0
Q9UHC6	Q9Y2J2
O60494	P27352
Q9H7C4	P17661
P53621	Q8N6T3
P25208	P01106
Q15118	Q16512
P39687	O14980
P25445	P63279
P08047	Q04864
Q9HAP6	P48050
Q13233	O14641
P10636	P37840
Q13158	Q15628
Q6IE81	P40337
O15055	Q49AN0
Q9UNF0	O00401
Q9UKS6	Q9UNF0
Q9UKS6	Q9UKS6
Q03112	P84022
Q02388	O15230
P46013	Q13185
O75400	Q8IVF7
O75379	Q96AJ9
Q15836	O43752
O43752	Q9BV40
Q9UMD9	Q03001
O14920	P19438
P19438	Q9Y6K9
P21580	Q9Y6K9
P08047	Q00577
Q9NQ94	O60506
Q5JTD0	Q12959
P43405	P43405
A7KAX9	P46109
A7KAX9	Q92529
P07948	P32927
P06239	P42356
P42701	Q5VWK5
P04150	P19338
Q9NZN5	O15031
Q14790	Q96RI1
Q15021	Q9NTJ3
P84095	Q13576
P49023	P11940
O75593	P84022
Q9UQC2	O43561
P10589	P08047
Q9C0C4	P78352
Q9C0C4	Q92796
P23763	O95292
Q9P0L0	O95292
Q9P2M7	Q07157
Q06187	P06241
Q06187	P08631
Q9Y6Q9	P24385
Q9Y2R2	P62993
Q9UBE8	Q9UJU2
Q13643	Q14192
Q14511	P56945
Q14511	Q14511
P14316	Q9NPI1
Q9UQC2	P29350
Q9Y5A7	P55036
P10909	P02748
Q9NS69	Q15388
P52294	Q06455
P27797	P04114
P18146	P78337
Q8IW41	P04792
P28482	P43694
P50748	O43264
O75376	P10276
P84022	Q13952
Q15796	Q13952
O75376	Q05516
P23458	Q9HBE5
Q96FL9	Q8TAX7
Q08378	Q08378
P04234	P01732
Q96LC9	P10415
Q14974	P37198
Q14974	P49792
P01040	P04264
P01040	P23490
P19957	P04264
P19957	P23490
P07476	P07476
P78347	Q06187
Q68EM7	P12931
Q68EM7	P62993
Q68EM7	P06239
Q68EM7	Q9BY11
Q68EM7	Q14247
Q17R89	P07998
P13861	P27815
Q13023	P27815
Q08499	Q13023
P08069	P49023
P08069	Q06124
Q05397	Q06124
Q7L576	Q06787
Q7L576	P51114
P42224	P10914
P27037	P22004
Q13705	P22004
Q13873	P22004
P60484	Q5TCQ9
Q16543	P11802
P82094	P10275
P28335	P78352
P28335	Q02410
P12235	Q07812
Q05655	Q14289
P16070	P52735
P62993	P04626
O00291	O75146
P09086	P26583
P20963	Q6PIZ9
Q7Z628	Q96QZ7
P98082	Q5VWQ8
Q92918	P62993
Q92918	P16333
Q8WZA2	Q9UQ26
Q12933	O15111
Q12933	O14920
P53618	P48444
Q86VP1	P21580
P08575	P01732
Q8IUD2	P20340
P12830	O15144
P18827	P14210
P27540	P35269
P06241	Q16620
Q9UMX0	P49810
P18754	O14980
P23763	Q12846
P49959	O60934
Q9Y6K9	Q92844
Q9BTT6	P78352
P06401	Q04206
P16410	P42081
P11802	P35251
P06400	P35251
P00747	P10643
P10586	O75962
P20151	P08697
P49768	P35221
P35712	P56545
P56545	P35712
Q16625	Q07157
E9PAV3	P05412
O15539	P09471
P51810	Q96I99
P26374	P20339
Q9Y297	P14923
P17481	P40426
Q15835	P35243
Q9UQR1	P04637
P37173	P01137
Q00613	P17676
P61371	Q8TE12
Q96A47	P61371
P78352	Q9Y698
P19320	P26038
Q8NFH8	Q15311
Q92667	P10644
Q9UBN4	Q14573
P00519	Q9UI08
P07948	Q9UI08
O00213	Q9UI08
Q9Y3B2	Q15024
P08263	P08263
P27361	P46695
O43639	P09619
O43639	Q99704
P07948	O75807
Q12933	Q13261
P78527	Q12906
Q07866	P05067
Q9UI14	P62820
P28906	P46109
Q92918	O43318
Q08117	P20823
Q08117	Q08117
Q9Y490	P05106
Q00535	P30279
P46108	P07949
O43581	O60506
Q86SS6	O60506
O60506	O43581
Q9BQG1	O60506
P51451	P40259
Q08211	Q9UBU9
Q13489	Q12933
P13569	O00161
O75335	Q15596
O43292	Q92643
O43292	Q96S52
P10242	O75444
P14921	O75444
O00194	Q96C24
P01112	Q02750
P34741	P15509
P07737	P17081
O14640	O15169
P41240	P61978
Q96NW7	P19022
P35637	O75494
Q96BR1	P49841
P06241	P16284
P12931	P16284
P07947	P16284
P08631	P16284
P10321	P43628
Q9UQL6	O43593
O43150	P12931
P46531	P49757
Q9UIB8	O14796
P23025	P15927
P27540	A9YTQ3
Q96D71	Q15311
P08519	P02751
Q99961	Q05193
Q5T1C6	P31749
Q9UQE7	Q14980
Q99502	Q15475
P01730	Q9NZD8
P08621	Q07955
Q9BQ31	Q14721
P16234	P62993
Q13418	P05106
P00742	P08709
Q9NWW0	P51610
P04150	P16220
O15315	O75771
O15315	O43543
P07996	P02462
P07996	P20908
P42566	O95782
P62877	P49427
P11836	P06241
Q5T2W1	Q8WTV0
P05362	P01589
P46108	Q05397
P12931	P49023
P29353	Q9NWQ8
P62993	Q9NWQ8
P29350	Q9NWQ8
P41240	Q9NWQ8
P62993	Q6PIZ9
Q13094	Q6PIZ9
Q9NWQ8	P41240
Q9NWQ8	P06241
P35222	O15111
Q9UIK4	Q9UIK4
P04004	P61812
P04004	P15692
P58401	Q8NFZ4
Q13574	P01112
P03956	Q96GW7
P09238	Q96GW7
P45452	Q96GW7
P25024	P04899
P24928	O00267
Q15413	P62942
P35269	P29084
P20226	P29084
Q13523	Q9H307
O14727	Q07817
P20226	P19793
Q9UP65	P60903
Q02487	Q02413
P09455	P98164
P27361	P05412
O43586	P00519
P01730	P12273
P00747	P07996
Q9BY84	P45984
Q16539	P28562
P04150	P19838
Q8WWW0	Q9NS23
P26358	Q9Y6K1
Q8WUF5	Q04206
Q8WUF5	P08047
Q8NDB2	Q14643
P51677	P09769
Q92542	P05067
Q9UBB5	Q9BQA5
P00747	Q13219
O60942	O43148
Q14213	Q6UWB1
Q9P2D0	Q06187
Q92918	Q16584
Q12802	P28702
Q12802	P10827
P10599	Q99683
O43566	P62834
P42768	P50552
P46108	P16234
P46108	P09619
O96004	Q9NQ87
P14653	P40424
P62508	Q15788
Q02556	P61201
P61201	Q02556
P10415	Q13526
P29317	P24666
P24666	P29317
Q01860	P26583
P11831	Q99801
P14317	P09769
Q14574	P14923
P05556	Q13797
Q9Y2Y4	Q05516
P11831	P15173
P17948	P49763
P15692	P35052
Q15788	Q92731
P46527	P27348
Q13185	Q13185
P45973	P45973
P45973	Q71DI3
P35968	P29353
P38936	Q99816
P35658	P57740
Q15172	Q13362
Q14677	Q10567
Q99996	P0DP23
O95613	Q9BSJ2
Q07889	Q8IZP0
Q16825	P51813
O14964	P54257
P13010	O15514
P13010	P35251
Q9HBE1	P78317
P34998	P84996
P34998	P09471
Q14978	P17676
Q05397	P13612
P01040	P01040
Q04941	Q04941
Q15796	O75593
P40855	O96011
Q02930	P05412
Q8WVJ9	Q06413
P08138	Q13114
P17482	P62324
P29353	P19235
P35658	Q9GZY0
Q9GZY0	P49790
Q9GZY0	P37198
Q14118	P46939
Q9Y239	Q14790
Q9Y239	P55211
P68133	P02774
P35609	Q9NP98
Q9NP98	P35609
P04004	P01042
O14763	Q13158
P63208	Q13309
P15309	P15309
P43405	P21854
P21854	P29350
Q14511	P06239
Q14511	P00519
P16035	P50281
P0DMV8	O95831
P16284	P14923
P52292	Q6DJT9
P08047	P25791
P15927	P43351
P14416	P48549
P14416	P48051
P48544	P07550
P52952	P43694
Q9UJY4	Q15276
Q15276	Q9UJY5
Q15276	Q9UJY4
Q9NZ52	Q15276
P04275	P14625
P27797	P04275
P21580	Q04917
P55061	P10415
P14151	Q8TAX7
P06401	Q15788
Q9Y2X7	Q15052
Q9Y490	Q05397
O15382	O15382
Q06124	Q03135
P60484	Q03135
Q9H422	P25445
Q15599	P29275
P27701	P08962
P08962	P01903
P06396	P02751
P26038	O14745
Q9GZU2	O43255
Q03135	P21453
Q99720	Q01484
Q16625	P08034
P27695	Q01105
Q04837	Q04837
Q14344	Q14289
Q9Y5U5	Q13077
Q9Y5U5	Q12933
P51843	Q13285
P29590	Q03014
Q15306	Q13469
Q13469	Q15306
P54764	Q15768
P26358	P12004
P05121	P00750
P62318	P63162
P62318	P62304
P62318	P62308
P62316	P62304
P62316	P62306
P62316	P62314
P62314	P62316
P62306	P62316
O60934	P54274
Q9HB75	Q13158
Q9HB75	Q8WXG6
P24864	Q13309
O43353	Q9Y6K9
P08047	Q14814
Q9UMX1	Q9UMX1
Q9UMX1	P10070
Q9UMX1	P10071
Q16539	P68400
P02743	P08637
Q96CA5	P42574
P00533	P29350
Q15599	O00592
Q08999	P24864
P11684	P98164
P17535	P45983
Q9Y4K3	Q9C0K7
P98170	Q9NYJ8
Q13200	P19438
P20151	P05154
Q15080	P14598
P46937	Q13761
Q15025	P28482
Q9NWT1	Q13153
Q13285	P78337
P26842	Q12933
P10242	Q02548
Q9UBP5	Q13547
Q00978	P52630
P43699	Q9Y6Q9
P41134	P13349
P41134	P15923
Q02363	P13349
Q9UL26	Q15075
P32248	Q99731
P61296	P06748
Q99741	P25205
Q9Y6Q9	P03372
Q9Y6Q9	Q92731
Q9BRG2	P56945
Q9BRG2	P00533
P00533	Q9BRG2
P45983	Q9BRG2
P07333	P06241
Q15075	Q86Y82
Q16587	P24928
P15153	P52566
P04637	Q15831
P06396	Q05397
P06396	P12931
Q12772	P42574
O15264	P15336
Q04917	P10398
Q04917	P04049
Q04917	P30307
Q6P597	Q04917
P28482	Q9H2K2
Q9NYV6	P20226
Q15811	P60880
P60880	Q15811
P13987	P02748
Q13257	Q15013
P01730	P06239
Q14990	Q15654
Q02535	Q02548
Q06187	Q8WV28
Q06187	Q13191
Q13191	P16885
Q13503	Q00403
Q13503	O14776
P49336	Q9UHV7
P49336	Q9NVC6
P10827	O75586
P11473	Q15648
Q9NVC6	P04637
P29350	P31260
P21579	P60880
Q9BT40	Q9Y618
Q9NPB6	P60953
P18054	P16144
P18054	P13647
P61201	Q9GZT8
P56199	Q9Y490
Q03111	Q9HC52
Q15811	P29323
P32927	P63104
P98164	P02768
P50552	P07737
Q01344	P23458
P01112	Q9UKT9
Q06609	P46100
P35222	Q13634
Q13634	Q13634
O15085	P61586
Q16637	P62304
Q9BUB5	P06730
Q9BUB5	P78344
P04271	P52907
P09651	Q15424
P27701	Q99075
Q92752	O14594
P09429	P23471
P01589	P01589
P00742	P00451
Q13217	P19525
O43184	P24593
Q9UKX7	P49790
P43403	P19174
P43403	P62993
P14778	Q9H0E2
Q9H0E2	P51617
P06729	P06241
P05129	P48058
P48058	P05129
Q8WVM7	O60216
Q02388	P02462
Q02388	P02751
Q13478	Q9NPH3
P16333	P43146
P02760	P02768
P02760	P11912
P38432	P38432
P46109	O14654
Q9NPB6	P07998
Q8NHY5	O60671
P15502	P35555
P25963	P63167
P06241	P54753
P31273	O43541
P05106	P16284
Q99578	P20339
P30305	O14757
Q5SW96	Q00610
Q5SW96	P63010
P31749	P45985
P16234	P19174
A7KAX9	P27986
P35548	P35269
Q8N0W4	P78352
Q9UKI8	Q86UE8
Q86UE8	Q9UKI8
P60510	P50991
P60510	P78318
P60510	Q14738
Q6NUP7	P60510
Q8WZ74	Q9P289
Q8WZ74	Q9NRL3
Q8WZ74	P78371
Q8WZ74	P50990
Q8WZ74	P48643
Q9P2B4	P30153
Q9P2B4	Q9Y6E0
Q9P2B4	Q9Y3A3
Q9P2B4	Q9ULQ0
Q5VSL9	Q9Y3A3
Q5VSL9	Q9BRV8
Q9Y3A3	P67775
Q9Y3A3	O43815
Q9Y3A3	O00506
Q9Y3A3	Q9P2B4
Q9Y3A3	Q9BRV8
Q9Y3A3	Q9ULQ0
Q9Y3A3	P78371
Q9Y3A3	Q8WZ74
Q9Y3A3	P48643
Q9Y3A3	Q99832
Q9BUL8	P30153
Q9BUL8	P67775
Q9BUL8	Q9P289
Q9BUL8	O00506
Q9BUL8	Q9Y6E0
P67775	Q5VSL9
P67775	Q14738
P67775	P30154
P67775	Q9NRL3
P67775	Q66LE6
P67775	Q9Y3A3
P67775	P48643
P67775	Q99832
P67775	O95684
P67775	Q15173
P30153	P67775
P30153	P63151
P30153	O43815
P30153	Q5VSL9
P30153	Q66LE6
P30153	Q9P2B4
P30153	Q13136
P30153	Q15172
P30153	Q9Y5P8
P30153	O75334
Q9P289	P67775
Q9P289	O43815
Q9P289	Q9BUL8
Q9P289	Q9ULQ0
Q9BRV8	P67775
Q9BRV8	O43815
Q9BRV8	Q13033
Q9BRV8	Q9NRL3
Q9BRV8	Q9BUL8
Q9BRV8	Q9NVK5
Q9Y6E0	Q9ULQ0
Q9Y6E0	P50990
Q9Y6E0	P49368
Q9Y6E0	P48643
Q9Y6E0	Q99832
Q9Y6E0	P50991
O00506	P67775
O00506	Q13033
O00506	P17987
O43815	Q13033
O43815	Q9Y6E0
O43815	Q9Y3A3
O43815	Q9P2B4
O43815	Q9ULQ0
O43815	P78371
O43815	P49368
O43815	P40227
O43815	Q99832
Q13033	P30153
Q13033	P67775
Q13033	O43815
Q13033	Q9P289
Q13033	Q9BUL8
Q13033	Q9ULQ0
Q13033	P78371
Q13033	Q8WZ74
Q13033	P49368
Q13033	P17987
Q13033	Q99832
Q13033	P50991
Q9Y228	Q9ULQ0
P62714	P30153
P62714	O43815
P62714	Q9NRL3
P62714	P17987
P62714	P78371
P62714	Q9Y3A3
P62714	P78318
P62714	P50990
P62714	Q99832
P62714	O95684
Q9Y2T4	P17987
Q9Y2T4	P49368
Q9P2B4	Q9P289
P60510	P50990
Q8TF05	P60510
P78318	P48643
P78318	P40227
P78318	P50990
P78318	P60510
P78318	P67775
P17987	P78371
P17987	P50991
O75663	P60510
O15392	P55210
O15392	P42574
P20226	Q13952
O00339	P35556
O00339	P02452
Q13546	O00463
Q13387	P61328
P10275	P63279
P20929	P17661
P35609	Q86TC9
Q13114	O15519
P04049	O15519
O15519	P04049
Q8WU20	P04629
P19174	Q16620
O43602	O43602
P02671	P00750
Q16586	P21810
Q04206	Q08117
Q92968	O00628
P50542	O75381
P29353	P03372
Q14005	Q14005
P15502	P98095
P78352	P78559
Q9NRI5	P61981
P05067	O00213
Q96AJ9	O15400
Q96AJ9	Q9BV40
O15400	Q9UNK0
Q9BV40	O15400
Q8WXD5	Q16637
Q8WXD5	P57678
P04637	P32780
P22681	P63104
P50452	P09958
O96017	P53350
O15211	P11233
O14649	P53618
Q02388	Q13753
Q14247	Q9UPX8
P04637	O75925
P51617	Q5VVH5
O75460	P07900
Q13485	Q9NPI6
P78527	Q15080
P35606	P49798
O75553	Q06481
Q08881	P06241
Q08881	P62993
P51692	P04150
P22736	P29590
O60890	P07998
P12755	P12755
P15918	P55895
P26447	Q86W92
Q6XYQ8	Q6XYQ8
P10523	P08100
P29350	P29597
P29350	P23458
Q9Y5K6	Q9Y5K6
Q15544	Q15543
Q15544	P20226
Q14790	Q15121
P35241	P13598
P20916	P02452
P20916	P20849
Q03692	P08758
P38936	Q9ULV3
P17252	P41220
P05771	P41220
P35244	P27694
O75528	P03372
P62993	P07355
Q9HC29	O43353
P15260	O60674
P09493	P09493
P07951	P07951
P17948	P98077
Q92731	Q14686
P42574	Q9UJU6
Q99727	P08253
P08237	P56539
Q03405	P23458
Q03405	P29597
P62993	Q9NRY4
Q10567	P49418
Q9UPT6	Q13233
Q00610	Q13367
Q9UBZ4	P12004
Q13705	O14793
P46940	P07998
P46940	P60953
P10515	Q15118
Q99952	O43586
P42768	P16333
P25208	Q03701
P29353	P05067
P05067	P29353
P18031	P00533
Q9NP85	Q9Y5K6
P31751	P56279
P31751	O95988
P31749	P56278
P31749	O95988
P56279	P56279
O15126	O15127
Q7LFX5	P08631
P29322	P48736
Q13002	P42262
Q92854	P08575
P28482	Q9Y463
Q9Y6I3	Q9UBC2
Q9Y6I3	O94973
Q9Y4Z0	P62310
Q9Y4Z0	P62312
P18848	P20226
O60260	O15354
Q9GZX9	P12644
P63279	P15923
Q9UHC1	O15457
P78527	P45984
P68106	Q92736
P04406	P41743
Q13950	P01100
P16452	Q01484
O15126	P42566
O15126	Q9UMZ2
P51149	P20339
P51149	Q9UL26
Q14974	P61970
Q14974	P52294
Q06124	P35222
Q13217	P34932
P31749	P08238
Q96QT4	Q9NQ66
Q96QT4	Q00722
Q07157	Q16625
P15391	P27701
Q06787	Q06787
Q06787	P19338
P42768	P60953
Q9UPX8	Q9P1A6
Q9UPX8	O95886
Q8TDD1	P04150
Q9NZJ5	P14625
Q05655	P35568
P09086	P09086
O95149	Q16637
Q96BY2	Q07812
Q96BY2	P10415
Q96BY2	Q07817
Q9Y250	P26641
P51681	O60674
Q05397	P62993
Q05397	P06241
Q05397	P07947
Q9NV58	P68036
Q15121	P28482
P00519	Q14511
Q14511	Q05397
Q05397	Q14511
P16333	P09619
P15391	P15498
P49023	Q13418
O94875	P18206
P43034	P30622
P08865	P63220
P27361	Q9BUB5
Q15438	O60759
O75817	P78346
O75817	O75818
Q92551	Q8TBN0
P21980	P02751
Q13444	Q13257
O14672	P62993
P08631	Q13444
O15350	P46937
O00401	P60953
O14654	Q9Y2I1
O14654	P34932
Q8WXA9	P84103
Q07812	Q07820
P05556	P49023
Q9HC62	P49790
Q03701	O15350
Q9C000	P55211
Q9C000	P42575
Q9H082	Q15276
P62820	Q15276
Q9H082	Q08379
O15230	P98095
P25391	P98095
P42768	P07998
Q5FBB7	Q96GD4
P63096	O43566
P63096	O14924
P16333	Q9UHD2
O95999	Q9BWT7
P10415	Q14790
P12931	P15941
O14543	P20936
P07288	P01009
P42166	Q9ULX6
Q9ULX6	Q99741
Q13464	P61586
O75376	P20393
P00750	Q07954
Q14186	Q15329
Q8WZ42	Q5VST9
P05937	P29218
Q15654	Q8TEM1
Q15654	P67936
P58166	P19883
Q16539	P30305
Q16539	P30307
P30307	Q16539
P30307	P12004
O00590	P80075
P32246	P80098
Q01344	O00560
P31273	Q15797
P05412	P42224
P08571	P18428
O60716	P15941
Q01453	P25189
P25189	Q01453
Q01968	Q8TBA6
P45983	Q9UPT6
Q9UPT6	O14733
Q9UPT6	Q16584
P32238	P06307
Q9HD43	P49023
Q16512	Q15784
Q13470	Q13470
P19174	Q13470
Q9H6Z4	P62826
P56945	Q9Y5K6
O00526	O00322
P24593	Q14192
P08047	P11831
P08047	P15173
P08047	P15172
P50461	P23409
P15173	Q02078
Q8IYJ3	P51159
P16083	P16083
P29353	P08138
P01112	P21359
P07196	P11137
Q00536	Q15078
Q92777	P17600
Q92777	P63104
Q92777	O14994
P17600	O75052
P17600	P29475
P20226	P20226
Q15542	P49848
Q15542	Q16514
P20226	Q6P1X5
P78317	P03372
P78317	P10275
P10275	Q9HBE1
P78317	P08047
P10275	P41161
O75928	Q92731
P19532	P84022
P19532	Q13485
P78347	P18850
P50539	Q9UQE7
Q9UQE7	Q14582
Q9UQE7	P50539
Q14739	Q13185
Q14524	Q13884
Q16849	Q13425
Q9UKT9	Q07817
Q07817	Q9UKT9
Q9NQS1	P10415
P30989	P30990
P05412	Q16236
O15525	Q14494
P29475	Q15700
Q03135	P29475
O14795	Q14183
Q14183	O14795
P78352	Q9UP38
P78352	Q14332
O75084	P78352
O14493	Q07157
O00501	Q07157
P56748	Q07157
P19438	Q92636
Q9BX70	P11387
Q03518	P30101
P28908	O00463
O95475	Q04724
P19338	P06748
P63279	P49789
P49789	P63279
Q8WY54	Q14155
P49593	Q14155
P29590	P04637
O60260	P37840
P37840	O60260
Q04724	P09429
P09429	P15918
P10275	P26583
P09429	O15350
O00712	P08651
Q14938	O00625
P25963	Q15418
P25963	Q9UN86
Q9UN86	P25963
O15226	Q00653
P42226	P19838
P11831	Q9Y618
Q9Y618	P05412
Q04206	P60510
P19838	P60510
Q99576	P19838
Q04206	P09874
P58546	Q04206
Q05513	Q04206
Q04206	P49848
Q04206	Q15672
P52292	Q04206
P43699	Q04206
Q92750	Q04206
Q9UBK2	Q13243
P04637	P19338
P19338	P04637
O75689	P19338
P11233	P84077
P51610	P14859
Q2M1K9	Q9UH73
Q2M1K9	Q9H4W6
P42684	O94875
P00519	O94875
P31749	O15111
Q13322	P10721
O15530	P31749
P10646	P07996
Q9UBD5	P38398
P38398	P24864
O96017	Q12888
O96017	Q9Y248
Q05397	Q05397
Q16513	P31749
P41279	P31749
P31749	P63104
P15056	P04049
P04049	Q13233
Q13233	Q02750
Q13233	P28482
Q09013	P07998
P31946	P04049
Q99683	P04049
P35232	P04049
Q02750	Q13322
Q99933	P04049
P04049	P61981
Q05513	Q04917
P04049	Q05513
Q05513	P04049
Q05513	P31946
Q02556	P10914
O00459	P22681
Q07820	O95271
Q9H270	Q9P253
Q9P253	Q9H270
Q9P253	Q9H269
Q8WU20	P07949
Q96AX1	Q9P253
O15400	Q9H270
O15400	Q9P253
Q9H270	O15400
O95685	P36873
Q13905	P46108
Q9Y3L3	P12931
Q9Y3L3	P46108
Q07889	P46108
P46108	Q15464
P46108	P43403
Q14247	Q15746
Q14247	P61158
Q14247	O15145
O75376	P51608
P04637	Q99816
Q99816	Q00987
Q96DY7	Q00987
P43403	Q13094
P07947	P27635
P07948	P27635
P06241	P27635
P46109	O00459
P10721	Q16827
P02751	P02741
P15311	P46940
P15311	Q9NZA1
P16333	Q13153
Q13153	Q14155
P21860	Q13882
Q13158	Q05513
P25445	Q9UNN5
P04150	Q9Y618
P63104	Q92934
Q8WV24	O15371
P29323	P29323
Q15078	Q96SN8
Q96SN8	Q15078
Q8N474	P56705
P25063	P09769
P25063	P07948
Q92585	Q99466
P48745	P46531
P11309	O95644
Q4VX76	P51159
Q8NEV8	P51159
Q9BV36	P61026
P51159	Q8NEV8
P61006	Q12851
P35968	P19174
Q12967	P10301
Q12972	P36873
P07948	Q12972
P05412	P06400
P05412	Q13285
P84022	P17275
Q13485	P17275
O00458	Q13547
Q13547	O00458
O95999	Q9H257
Q9H257	Q9H257
Q15915	P08151
Q15915	P10070
O95409	P08151
P10071	Q15915
P10071	O95409
P10070	Q9NRP7
P10071	Q9NRP7
P22681	P29353
Q13094	P62993
P00533	Q96B97
Q99962	P22681
P61586	P52824
P61586	O75116
O75962	P61586
P23760	P50222
P13569	P51790
P11309	P38936
Q01094	Q14186
P24468	P10588
Q9NZQ3	P62993
P05556	Q9Y490
Q9UIB8	Q06124
Q03431	O14745
P12272	Q14974
O15533	Q03518
P19021	O75901
P28288	P40855
Q07869	Q9Y618
P37173	P27986
Q05397	P27986
P27986	P21860
Q9H4G0	Q99490
P27986	Q99490
P22681	P27986
P27986	Q96B97
P62993	Q96B97
P27986	Q06124
P42338	P27986
P49768	P46531
P62308	O75410
O75410	P62308
O15519	Q8WXF8
O43184	P27986
P36871	P23297
P23297	P36871
P04271	P36871
Q08881	Q07666
Q08881	Q08881
Q13526	Q96Q89
Q96Q89	Q13526
Q92985	Q14653
Q12913	P19174
P16284	P19174
Q14653	Q13568
P00747	P08697
P00749	P05120
P23511	Q99941
Q92547	Q07864
O43914	O00241
Q13952	Q99941
Q14164	Q92844
Q9Y5U5	Q9Y5U5
Q15637	O14776
O14776	Q15637
O75400	Q68DA7
P51955	Q9BV73
O14777	P51955
Q16584	P45985
Q9BUI4	O15318
P21675	P04637
O15259	Q14289
O15259	Q9HBL0
O43586	Q05209
P43405	P49023
P16885	P43405
P43405	Q71U36
P02647	P04180
O43747	P61966
O43747	Q10567
Q9Y6J0	P49418
O75626	Q04724
Q12929	P29353
Q13485	Q99717
Q13485	Q15797
Q15797	Q01196
Q15796	Q01196
Q9Y2J0	P30793
P37088	Q76N89
P47870	O60296
P54198	Q9UMS0
Q12923	Q16513
Q04721	O00548
P49116	P41235
P41235	Q15648
P45983	P50549
P49137	P50549
Q16644	Q16539
Q14192	P00568
Q14192	P06732
Q14192	Q13642
Q08462	O95622
Q8N6T3	P24390
P53618	P24390
P30405	P12235
P36543	P09972
O14939	P04075
P01023	P02649
P11021	P01023
P01023	P22301
Q96B97	P09619
Q96B97	P10721
Q13191	P10721
Q15750	Q16539
Q13115	P45983
Q96CW1	P55087
Q13442	P04085
Q13442	P01127
P60880	Q86Y82
O95295	P60880
Q14289	P05106
P49023	P05106
P05106	Q9Y490
P56539	P09619
P40197	P07359
P16109	Q9BXS5
P55327	P55327
Q16890	Q16890
O43399	Q16890
Q9NZN5	O43157
O43157	Q9NZN5
P63104	P49796
Q16637	P62318
Q16637	Q9Y4Z0
Q08211	Q16637
Q08211	O14893
Q14242	P16109
P04004	P15151
P09884	P09874
P10244	P09874
O60566	P25054
P06132	P06132
P16389	Q14722
P16389	P18433
P06858	P98155
Q99523	P30533
P49810	Q07817
P49768	Q07817
P49768	Q15011
Q8WYL5	P53667
O95166	P18507
P34947	P37840
P34947	O76070
Q15835	P37840
Q15835	Q16143
Q15835	O76070
P43250	Q16143
Q05195	O75446
Q05195	Q13547
O00401	P07737
P20585	P12004
P04053	P12004
Q13162	Q06830
Q13564	P05067
P06396	P05067
O95704	P05067
O95704	P51693
O00213	P51693
P02741	P02743
O43852	P02743
P02751	P02743
P20339	P30556
P30556	P30411
P15391	P21926
P25788	P25786
P25788	P60900
P53350	P28066
P53350	P49720
P53350	P25789
P25788	P53350
P14151	P13611
P16070	P12931
P21854	Q92854
P21854	Q8WV28
P07766	O15446
O14920	P19525
Q02750	Q02750
P36507	P36507
Q96DU3	O60880
Q96DU3	Q06124
Q07889	Q06124
Q96RL6	P29350
Q96RL6	Q06124
P29350	P78324
P29353	Q07889
P46109	P19235
Q12860	P23467
P23467	Q12860
P43403	P29350
P43405	P29350
P56945	P18031
Q99996	Q16512
Q8TBZ2	Q99417
Q9UKA4	P31323
P07996	P00734
P26447	P23297
P52803	P29320
P52803	P54762
P05549	P67809
P04114	P13667
P04114	P30988
P04114	P11150
P02649	P07197
P39748	P27695
Q9UIF7	P12004
P06858	Q07954
Q07954	P06858
P01130	Q15036
Q07954	O00213
O75553	P01130
O15164	P03372
O15164	P19793
O15164	P10275
Q13155	P54136
Q13155	Q15046
P20231	P20231
Q02978	Q02978
O75340	Q9UBV8
P42566	Q7L804
